,p_pe_1,p_pe_2,p_ps_1,p_ps_2,p_pcf_d_1,p_pcf_i_1,p_pcf_d_2,p_pcf_i_2,p_pb,p_evt,p_pe_parent_1,p_pe_parent_2,p_pb_parent
2014-12-31,12.62338979244902,12.62338979244902,8.26544119603452,8.26544119603452,34.574855511157104,34.574855511157104,34.574855511157104,34.574855511157104,17.162337539954457,14.02498026693262,39.9463071051785,39.9463071051785,16.314187029307405
2014-09-30,127.05582712579582,8.90642697843655,12.759496450985077,7.480290365518644,41.64770189809032,41.64770189809032,9.643327873524848,9.643327873524848,31.90187876509696,14.65301142723708,191.29380599323022,162.9175527683464,13.795907205533842
2014-06-30,102.41853456854524,4.932128041118775,9.081549494904541,35.74903720886549,29.858313418209228,29.858313418209228,2.6139923847233466,2.6139923847233466,18.111224714642447,11.426965226042393,153.09851557560842,37.36065739280476,10.140698609408965
2014-03-31,49.434814105082125,4.5502495367609415,6.586215875267329,47.88475046320193,23.68074797936342,23.68074797936342,2.590718096681082,2.590718096681082,13.999932133527933,9.66067154213446,71.73039484510527,25.331627924437413,16.962707058171624
2013-12-31,51.02000527245194,51.02000527245194,6.685463310441209,6.685463310441209,24.425165189069496,24.425165189069496,24.425165189069496,24.425165189069496,13.021310911249499,10.746398999892284,74.0177050430016,74.0177050430016,12.271934301455024
2013-09-30,57.241424594594704,43.48447391913483,8.581105565592393,10.594838494551162,,,73.8926704043478,73.8926704043478,14.18942878441482,12.294786774346461,75.63381094036716,130.26738537232168,12.990737008549369
2013-06-30,48.52516463291206,41.0154806141219,7.1970828638852895,8.742424219960117,,,75.56787645738802,75.56787645738802,53.756671312845356,11.164980110217524,65.48226372712774,119.76644534870175,8.417714839113586
2013-03-31,60.206753565011326,26.77609563439189,8.286856217156595,10.039002941443485,,,,,24.06934568182572,13.425715940592267,83.55317622064325,74.40138951996165,9.769373269519281
2012-12-31,63.39384817982625,63.39384817982625,8.031544914522998,8.031544914522998,,,,,11.64426972137735,10.121337921991978,91.58530001035453,91.58530001035453,8.543539228908758
2012-09-30,168.51509381215664,102.62502682519441,11.457875536913612,15.026953731967298,37.50292483586003,37.50292483586003,6.697609126467287,6.697609126467287,12.95256802196607,10.186703977293897,128.17420030089076,161.25152465117966,9.412972647108482
2012-06-30,175.38375049761032,136.81779731235406,11.41561949198965,16.877058143397377,42.12105694597933,42.12105694597933,30.708554595991714,30.708554595991714,14.091198727571822,10.618511753966963,135.66251528351867,261.93615604030185,10.214693714605254
2012-03-31,360.89035883919354,551.4209669960156,22.109691195408082,67.14086713973398,83.96269207738187,83.96269207738187,,,55.81070559074184,23.41978216076828,275.3849814736383,508.24234269544553,89.29302678798828
2011-12-31,341.55780882303895,341.55780882303895,19.583267729531908,19.583267729531908,77.86929433540294,77.86929433540294,77.86929433540294,77.86929433540294,26.675991198741684,17.130541339808723,269.4882046511979,269.4882046511979,18.340172790516053
2011-09-30,101.7685413924724,334.7368917115871,15.157059615803025,29.75838632340894,84.18617278931956,84.18617278931956,471.1614052189054,471.1614052189054,27.64591347111544,21.45491185085957,96.45616277425987,1033.758041615035,18.12339444482553
2011-06-30,120.68491608990425,601.1835599177336,18.207801050578283,33.411774287288466,110.71503403514942,110.71503403514942,88.30563423074344,88.30563423074344,26.304531244566824,22.578222740283284,111.71377730663104,312.531261950406,17.65455554771279
2011-03-31,212.7639063832802,686.6401729578308,30.46730210664223,44.54682728880247,167.2499992042072,167.2499992042072,284.01285471138647,284.01285471138647,328.95419467213674,29.84330280738519,194.7371805063238,350.44559233745093,201.76562568368553
2010-12-31,195.30838484683753,195.30838484683753,29.01408978713706,29.01408978713706,113.56225420623558,113.56225420623558,113.56225420623558,113.56225420623558,73.46574347191799,26.18267341091869,177.8947221721132,177.8947221721132,50.54261533881698
2010-09-30,20.72485074681963,183.27495178322906,11.0970212499121,25.878552599610984,,,60.5961957004901,60.5961957004901,27.44064898024988,21.910736441260024,11.270696266328404,173.58002708856492,17.435265289839837
2010-06-30,15.290382869075444,93.62377910240302,8.103662755926303,17.279448063652936,,,31.80810383473733,31.80810383473733,14.60134714231526,13.639775229451306,8.221977223458564,73.09447458863708,10.616370500874186
2010-03-31,19.598858671001768,159.87780376831233,15.987429487075302,28.234756845848032,,,24.221294992787875,24.221294992787875,17.578908197048584,16.204935382775957,10.516833290919926,102.23498369291165,12.65230632868727
2009-12-31,20.622808525578456,20.622808525578456,17.47191050665156,17.47191050665156,,,,,17.292701822932816,18.478475509287065,11.138574386988369,11.138574386988369,12.674688342690382
2009-09-30,44.50415423652253,,8.950056230102826,11.976272755548802,,,,,12.211886096953883,13.809114649507382,166.12673967252363,,9.198742347992248
2009-06-30,41.95703230404822,,8.620559703183067,13.648449451823568,,,20.83032032810929,20.83032032810929,11.890423297263558,14.15335304296486,159.13898203413478,,9.012180626242655
2009-03-31,32.381180950970936,,6.825059915519694,18.381604236545744,,,18.5714216676981,18.5714216676981,9.138719379248538,11.27079243494848,137.19799232791723,,7.26795694019696
2008-12-31,18.53493881266714,18.53493881266714,3.66355811014995,3.66355811014995,,,,,5.037098027002641,6.222254331371608,80.8638023691225,80.8638023691225,4.006824259588632
2008-09-30,9.98436015092618,15.529094503592471,3.3579923763578106,4.18189133205108,20.224625598556184,20.224625598556184,,,5.743440829355086,5.798579526860337,8.217227584142641,25.27675400622337,4.974632092096631
2008-06-30,14.766841602082867,27.068367642862878,5.1782488395993465,4.974739657238358,30.98932305731564,30.98932305731564,,,8.79538986713801,8.41404500264364,12.294785867276584,23.004364205475184,7.5776090597924854
2008-03-31,41.25935707021358,90.57045833474798,14.970671368497095,17.43242361872364,93.6687334330155,93.6687334330155,5.56037846107907,5.56037846107907,24.831509498290107,19.968096920473617,33.023498114413584,80.56412988797864,21.222850674984198
2007-12-31,59.933454726563106,59.933454726563106,22.49339092755364,22.49339092755364,138.49293011166148,138.49293011166148,138.49293011166148,138.49293011166148,38.93597779091897,34.24087478256835,49.444290357463125,49.444290357463125,33.353497999632445
2007-09-30,35.39044485454,55.630499849314376,24.10088873869583,26.041370735837308,79.29363114643887,79.29363114643887,674.9370722850512,674.9370722850512,43.890088748665654,33.51617585621071,35.12623739166445,47.31934218700833,40.0689406081397
2007-06-30,19.364899100107948,19.769464717898707,12.300898255075001,14.000179825580746,46.686417182146414,46.686417182146414,357.4435739380147,357.4435739380147,22.280022134620356,16.69096042912943,18.647906234103854,17.597782906325214,20.081899025215385
2007-03-31,14.560679206283842,46.86977760114734,9.155117899787948,12.05252605226399,40.69277581883645,40.69277581883645,9.337852589722605,9.337852589722605,18.764821047187016,14.424874399476213,17.772540718523505,34.214717577249985,16.666399785062023
2006-12-31,8.280512212954994,8.280512212954994,5.640897822742282,5.640897822742282,22.051226086744787,22.051226086744787,22.051226086744787,22.051226086744787,11.113877167655634,8.714739247588529,9.291225949526199,9.291225949526199,10.115904110174604
2006-09-30,3.0546398960366647,4.967803998742416,6.962558772982369,38.04710050561584,5.039407794645107,5.039407794645107,210.81210805346814,210.81210805346814,9.440704984899678,7.038867998054661,2.546430881716287,2.9174431860412913,8.639205938284457
2006-06-30,7.007446012936138,3.902237742589504,6.904078373922014,4.9160614342195394,5.8392126420227335,5.8392126420227335,9.526547190243553,9.526547190243553,11.084452269363712,8.686201360774952,3.2745648498291517,2.768817540615974,10.290683662199964
2006-03-31,3.6439522234994954,0.7808666346443582,4.636964696808249,2.9482791094493424,3.7880700096306583,3.7880700096306583,23.315071658822642,23.315071658822642,7.655291006084905,5.323078280395314,1.9647856587038868,0.8276113828927332,7.114046691190323
2005-12-31,2.612113692672021,2.612113692672021,3.3339461718579595,3.3339461718579595,2.7810897858886867,2.7810897858886867,2.7810897858886867,2.7810897858886867,5.606593808388689,3.9866789799370017,1.4623132127707779,1.4623132127707779,5.224196143836746
2005-09-30,1.4828296050249494,1.210870839563605,4.720547095022745,7.388097547274322,1.2029767080533857,1.2029767080533857,8.877405081764673,8.877405081764673,5.97652247325619,4.400551417926095,1.338092308235488,1.3220470968887688,5.573540609866815
2005-06-30,1.3629940556918858,0.5318516631571968,3.970551852720451,5.432438663450459,1.1957861925479047,1.1957861925479047,2.360503745573929,2.360503745573929,581.242027998571,4.096155468091089,1.227270084491733,0.7264376891670588,5.206686485419648
2005-03-31,1.2908446551070318,0.23971859976474483,5.302329274051489,5.586534540329662,1.3764088769535843,1.3764088769535843,,,6.663917125447577,4.606724417664775,1.122152610812839,0.5874340964159602,6.18577287858748
2004-12-31,1.7375145993826093,1.7375145993826093,6.069009387425131,6.069009387425131,1.4876740527352466,1.4876740527352466,1.4876740527352466,1.4876740527352466,9.719260735254364,5.322453115326769,1.560263810333403,1.560263810333403,13.034130497197236
2004-09-30,3.66785015817777,2.24509944142219,3.7357924737459234,7.371668665478463,4.436832034581507,4.436832034581507,2.208721260068486,2.208721260068486,7.923580255856164,5.871460315758627,3.608014867130082,1.8131903173184813,7.220164482492798
2004-06-30,3.4413739095573868,2.079119466914516,3.6588490667457134,7.125146459071186,4.801391634981322,4.801391634981322,8.143943932182022,8.143943932182022,18.57620487570651,5.81197009596992,3.380581115769703,1.575018949746956,7.338739815032669
2004-03-31,4.62429234974568,2.51979964096643,4.918930422716523,7.860624851132647,6.134550222475539,6.134550222475539,28.673481090908037,28.673481090908037,16.94178074038278,8.356056998615804,4.54764349781647,2.0608240733226575,10.096712110458519
2003-12-31,3.987390271988375,3.987390271988375,4.148711870833307,4.148711870833307,5.021402879224544,5.021402879224544,5.021402879224544,5.021402879224544,12.836761528058428,7.604182406663271,3.920726154985323,3.920726154985323,20.015496480177838
2003-09-30,14.821287253567903,3.232008330021088,2.1294103067845707,3.185829287057596,4.34020016713118,4.34020016713118,5.159450420305639,5.159450420305639,8.915640189654503,6.503924306989993,10.089996643791084,12.750863017456298,8.16585906699548
2003-06-30,29.297240523917544,4.64501775074231,2.4981093225136224,3.7099630555607765,4.570606907487689,4.570606907487689,3.2180617518001267,3.2180617518001267,9.4585523427945,6.8605390656096175,24.236487498536857,32.57132708995145,8.633457851603794
2003-03-31,33.365167268378585,2.1589371466794027,5.142873715199256,9.68098208961466,4.794109371135842,4.794109371135842,1.419018889398883,1.419018889398883,8.703015717446833,5.369314922488839,26.451186794467432,2.224404663036258,8.084828541434499
2002-12-31,30.816961263754287,30.816961263754287,5.244970603057046,5.244970603057046,5.4004667555151205,5.4004667555151205,5.4004667555151205,5.4004667555151205,7.845913864157334,5.0458024839041755,24.52140792175939,24.52140792175939,7.506611175817356
2002-09-30,10.098837235841458,7.9416508717734615,6.406497968451772,5.804207011059751,,,,,21.66601781599941,5.9913344916598525,10.691622834072167,8.034758457363091,20.189625488976432
2002-06-30,10.913582645669553,11.119761416481026,7.425303348486552,7.245507984899767,0.548909962492218,0.548909962492218,4.281076010253736,4.281076010253736,29.730689494302524,6.196653634567507,11.499916782741801,11.399819318097753,27.55053732837342
2002-03-31,9.302181074001906,3.4245709524478403,2.487564454297869,2.178908213252476,,,,,8.23364841802801,6.058141983330794,9.812579995819165,3.583136202358411,7.808504379893526
2001-12-31,10.532419256521925,10.532419256521925,7.13585541032974,7.13585541032974,0.5441078725722276,0.5441078725722276,0.5441078725722276,0.5441078725722276,15.909734616458293,8.46681142349932,11.05597802962496,11.05597802962496,15.051741334955949
2001-06-30,13.213206218181266,15.069231242475748,5.661389165850411,4.687281195363216,37.90602650448683,37.90602650448683,0.4297040963947583,0.4297040963947583,21.47773722124048,8.179680971938465,13.935026709903733,15.278130593467178,20.30163425555315
2000-12-31,12.689879206011366,12.689879206011366,5.469220299004377,5.469220299004377,34.893791982909725,34.893791982909725,34.893791982909725,34.893791982909725,17.115400316253602,8.56977552855092,13.368108619844143,13.368108619844143,16.188113606994733
2000-06-30,9.133812084664052,15.982032636275184,4.373717777188232,4.979595522673063,0.4006210420570134,0.4006210420570134,72.52577416741481,72.52577416741481,12.851355668268782,7.929113967928623,9.17097760367274,16.65532352713184,13.125450457417294
1999-12-31,7.210513902511185,7.210513902511185,3.803369657540475,3.803369657540475,0.3352331949432528,0.3352331949432528,0.3352331949432528,0.3352331949432528,6.509368821676148,4.074709014360515,7.238137921171384,7.238137921171384,6.668896272828718
1999-06-30,32.64901115213217,8.563550322412139,5.4878458973722175,3.93443187920263,,,,,7.607763307132289,4.800444215303498,36.882017469635734,8.582143484335761,7.717263750202154
1998-12-31,24.094348860082846,24.094348860082846,3.3386095770966215,3.3386095770966215,,,,,5.338833431138461,3.5751370683886163,27.308259563938716,27.308259563938716,5.501500272888851
1998-06-30,7.504530714988071,19.831765217420724,3.24028599352202,5.003027043327954,,,,,6.170219538416338,3.81550402460031,7.770012536567201,17.608905280350868,6.389388649736356
1997-12-31,9.15226564060737,9.15226564060737,3.841615624479447,3.841615624479447,,,,,8.599015666891246,6.018323226297051,9.435593810163102,9.435593810163102,8.903680136598732
