Accper,Stkcd,Indcd,F100101B,F100102B,F100103C,F100201B,F100202B,F100203C,F100301B,F100302B,F100303C,F100401A,F100501A,F100601B,F100602B,F100603C,F100701A,F100801A,F100802A,F100901A,F100902A,F100903A,F100904A,F101001A,F101002A,F101101B,F101201B,F101202B,F101301B,F101302C
2002-06-30,600111,C32,62.829275,78.999124,76.06679399999999,16.048295,18.750705,17.664604999999998,1529.4156890000002,256.103969,431.69600499999996,4.419935,4.300663,62.829275,78.999124,76.06679399999999,4.811099,2720641295.0,5224695768.0,2.080151,2.311418,3.994704,4.438826000000001,0.480734,0.25033099999999997,,0.0,0.023673,58.210514,29.668670000000002
2002-03-31,600111,C32,60.624739,157.370105,,15.485197,22.936906,,,,,4.35722,4.319279,60.624739,157.370105,,4.751942,2619186586.0,5025210558.0,2.0758240000000003,2.316123,3.982706,4.443747,0.48173599999999994,0.25108600000000003,,0.0,-0.012245,286.39928100000003,
2001-12-31,600111,C32,61.376284999999996,61.376284999999996,61.376284999999996,15.677162,15.677162,15.677162,1494.0464259999999,1494.0464259999999,1494.0464259999999,4.517551,4.212956,61.376284999999996,61.376284999999996,61.376284999999996,4.847444,2682502835.0,5144104022.0,2.073483,2.285389,3.9762160000000004,4.382579,0.48228000000000004,0.25149499999999997,153.125,0.006531,-0.334867,25.635269,25.635269
2001-06-30,600111,C32,63.258579000000005,67.352406,61.562928,15.806342,18.93395,16.768455,36.470690000000005,2115.1945370000003,63.905065,5.637969,5.623463,63.258579000000005,67.352406,61.562928,6.047329,3058473874.0,6321520550.0,2.5120299999999998,2.772068,5.1920839999999995,5.729553,0.398084,0.192601,,0.0,-0.173656,51.249384,25.220069
2000-12-31,600111,C32,76.552347,76.552347,76.552347,19.128039,19.128039,19.128039,44.134992,44.134992,44.134992,6.976047,6.707489999999999,76.552347,76.552347,76.552347,7.494785,3543042423.0,7655124764.0,2.896794,3.1651380000000002,6.258836,6.838622,0.345209,0.159774,193.75,0.005161,1.0291,28.352339,28.352339
2000-06-30,600111,C32,85.37366,62.424879000000004,66.535646,22.035802,14.523135,16.271127,2614.230052,36.330727,53.417522999999996,5.437595,4.943224,85.37366,62.424879000000004,66.535646,5.437595,2688511249.0,5512830880.0,2.455063,2.455063,5.034141,5.034141,0.40732199999999996,0.19864400000000002,,0.0,0.45919499999999996,44.606402,23.415249
1999-12-31,600111,C32,52.828159,52.828159,52.828159,13.63548,13.63548,13.63548,1617.653032,1617.653032,1617.653032,5.044943,4.331019,52.828159,52.828159,52.828159,5.044943,1598670122.0,3459110798.0,2.0670349999999997,2.0670349999999997,4.472532,4.472532,0.483785,0.22358699999999998,,0.0,0.258904,17.854085,17.854085
1999-06-30,600111,C32,55.74644,85.935815,68.154652,19.16674,21.97949,21.854944,,,,6.90636,6.3038870000000005,55.74644,85.935815,68.154652,6.90636,1840163242.0,4427015952.0,2.656577,2.656577,6.391122,6.391122,0.376424,0.156467,,0.0,0.641096,51.543514,23.891125
1998-12-31,600111,C32,33.969033,33.969033,33.969033,11.679232,11.679232,11.679232,,,,4.384569,3.7517160000000005,33.969033,33.969033,33.969033,4.384569,1340343809.0,2763142676.0,1.889895,1.889895,3.8960529999999998,3.8960529999999998,0.52913,0.25667,53.676471,0.01863,-0.161145,14.034406,14.034406
1998-06-30,600111,C32,45.177439,40.522624,,15.914836,12.621342,,,,,5.088718,4.655019,45.177439,40.522624,,5.088718,1484326275.0,3273660791.0,2.149298,2.149298,4.740246,4.740246,0.465268,0.210959,,0.0,-0.008989,37.738087,
1997-12-31,600111,C32,32.562294,32.562294,32.562294,11.470849000000001,11.470849000000001,11.470849000000001,,,,3.9134900000000004,3.540108,32.562294,32.562294,32.562294,3.9134900000000004,1131590879.0,2379563120.0,1.7288540000000001,1.7288540000000001,3.6355169999999997,3.6355169999999997,0.578418,0.275064,,0.0,,14.931030999999999,14.931030999999999
