,eps_1,eps_2,sps_1,sps_2,cfops_d_1,cfops_i_1,cfops_d_2,cfops_i_2,bps,tps,eps_parent_1,eps_parent_2,bps_parent
2015-03-31,0.10877503668776282,0.2360705929936958,2.4102892214047515,2.794052143509837,0.28791850419070253,0.28791850419070253,1.2706143504531087,1.2706143504531087,4.2492047592969335,6.754716559120545,0.26548956784237193,0.12514752720181418,3.46002304899828
2014-12-31,0.10877503689903116,0.10877503689903116,2.410289140632269,2.410289140632269,0.2879185056237448,0.2879185056237448,0.2879185056237448,0.2879185056237448,4.190302558302765,6.824460787170435,0.2654895671730152,0.2654895671730152,3.4284098868028607
2014-09-30,0.3922648042463735,0.10346984340814121,3.4978420351442505,2.089773447861733,0.4684540849808358,0.4684540849808358,0.23101203906372272,0.23101203906372272,4.122138529936913,6.897672818172158,0.6499411566342095,0.218470924304703,3.321137555852899
2014-06-30,0.3922648016182151,0.06023314438599537,3.4978416625873345,1.9692348395223926,0.4684540872082711,0.4684540872082711,0.05215124897265025,0.05215124897265025,4.074421115993275,6.881133926826756,0.6499411613062672,0.22983865010953478,3.144275186964363
2014-03-31,0.3922648045282955,0.02567018084860386,3.4978419782620125,1.791077357185736,0.46845408653886655,0.46845408653886655,0.05502149632421363,0.05502149632421363,4.254854295681344,6.906644385091307,0.6499411465630596,0.11457667133468355,3.257683055101382
2013-12-31,0.39226479885446697,0.39226479885446697,3.49784184571706,3.49784184571706,0.4684540872082711,0.4684540872082711,0.4684540872082711,0.4684540872082711,4.248577861532609,7.38009336630018,0.6499411638353708,0.6499411638353708,3.228812782792965
2013-09-30,0.6906294176098452,0.37310048687628955,3.815682509236116,3.722000361377198,,,1.1655483258034918,1.1655483258034918,4.129602749788248,7.381424096580437,0.6235987548015446,0.7287990043675219,3.123723717935724
2013-06-30,0.6906294228452603,0.3762871653442226,3.815682252945544,3.989748620984587,,,0.8277662384969448,0.8277662384969448,4.040262464122586,7.979524700203867,0.6235987516431468,0.8679192789324968,3.009239533304005
2013-03-31,0.6906294232591206,0.32452000694137634,3.8156823264043678,3.7916210515073026,,,,,4.182943018833623,7.706362271386964,0.6235987457007603,0.40505110958535523,2.8761171839321307
2012-12-31,0.690629423797268,0.690629423797268,3.8156824651203833,3.8156824651203833,,,,,4.101443313782207,7.043554179319674,0.6235987448963771,0.6235987448963771,2.77448469780935
2012-09-30,2.3157357170699484,1.1419395608335554,4.759724221578601,4.548335563355505,0.8041999674440931,0.8041999674440931,0.12956792678589,0.12956792678589,4.228795760856127,6.959537657444188,1.4361520788744857,0.9300516878960995,2.8503260269976174
2012-06-30,2.315735717629539,1.521423481748721,4.759724384697666,5.199853044193744,0.8041999700085992,0.8041999700085992,1.1227542886951818,1.1227542886951818,4.192521968772617,6.79097512792452,1.4361520674675563,1.2960574595546155,2.800065793740597
2012-03-31,4.631471277454961,5.167507831568659,9.51944892144045,11.792417419075067,1.6083999530778947,1.6083999530778947,,,8.79057212456383,14.899989733380352,2.8723041386305805,3.986535113396502,5.649452169847446
2011-12-31,4.631471259523871,4.631471259523871,9.519448716910873,9.519448716910873,1.608399959616894,1.608399959616894,1.608399959616894,1.608399959616894,7.495918877544415,11.726226423678565,2.8723042093034263,2.8723042093034263,4.651817688799454
2011-09-30,1.1321808829816953,5.70342934762827,4.34173564434712,11.109306690388067,0.7790424658739384,0.7790424658739384,2.3242043656840607,2.3242043656840607,7.186919492911868,11.546830164183328,0.6199216651204129,3.445487501400121,4.371648287065001
2011-06-30,1.1321808905839814,4.952626597747294,4.3417356220352294,9.87451363562091,0.7790424642163428,0.7790424642163428,2.0421920946552463,2.0421920946552463,5.458597876259249,9.921199866550626,0.619921668388599,3.2645109407961312,3.419086852512522
2011-03-31,1.6982713308760407,3.598319306822405,6.512603397364614,10.483762949577601,1.168563701965928,1.168563701965928,3.1074544220748437,3.1074544220748437,6.196701978290899,11.451636141861846,0.9298825051139012,2.3972960366946845,3.59884456283391
2010-12-31,1.6982713361679853,1.6982713361679853,6.512603126851725,6.512603126851725,1.168563693403237,1.168563693403237,1.168563693403237,1.168563693403237,5.290417560868683,10.242453968097852,0.9298824991154467,0.9298824991154467,2.992815650515544
2010-09-30,0.1359458777492845,1.5519165452536623,3.2116954856373154,6.061620321743803,,,0.6220345015005307,0.6220345015005307,4.777936897291327,9.33897073752717,0.06907571099653594,0.998901844793397,2.8068471733065987
2010-06-30,0.13594587747686945,1.3797015632861842,3.2116956007186745,5.767583129291476,,,0.7948070694809775,0.7948070694809775,3.7012369073043927,7.9547152465076865,0.06907571090660676,0.8767567634031506,2.4909432362368196
2010-03-31,0.13594587784337514,1.0189387154116876,3.2116956081722203,4.852456612362731,,,0.13379527192017507,0.13379527192017507,3.348526206931282,7.192946298478048,0.06907571088587194,0.6359522144690144,2.2605271201222843
2009-12-31,0.13594587795290736,0.13594587795290736,3.2116957261489425,3.2116957261489425,,,,,3.0917296569939055,7.732072138935918,0.06907571088636806,0.06907571088636806,2.100796233951166
2009-09-30,0.28368721814893866,,3.994013570464499,2.5858171047822562,,,,,2.9100927021521734,7.3200103896921656,0.2094936494217843,,2.0192637915454914
2009-06-30,0.28368721654607887,,3.9940135136973223,2.2412936497142524,,,0.3817897855984401,0.3817897855984401,2.811180491277725,7.2907328315092075,0.20949364898599723,,1.9529486501476905
2009-03-31,0.2836872190839355,,3.9940134722545495,1.8560411903954295,,,0.5074180744709814,0.5074180744709814,2.628758847068892,6.8241820941795615,0.2094936484656408,,1.9312158229363687
2008-12-31,0.28368722101816796,0.28368722101816796,3.9940146674783654,3.9940146674783654,,,,,2.7427949862332786,6.901263757059787,0.20949364937310516,0.20949364937310516,2.028725833020258
2008-09-30,0.49900868504646795,0.5885623970895671,3.096047540707186,4.100358055185462,0.37029273872290835,0.37029273872290835,,,2.7151825916580195,5.7007938106266565,0.38168063569805255,0.46489772014927877,2.1784741502097007
2008-06-30,0.49900870117864954,0.7632858758040999,3.0960474105573352,3.2020869891296866,0.3702927427351464,0.3702927427351464,,,2.6724029957959563,5.394519752879001,0.3816806354881413,0.6122146710828736,2.1359080890442073
2008-03-31,0.9980173989906674,1.563830544567031,6.192094588095639,7.0477105459696565,0.7405854760093701,0.7405854760093701,0.31563432055804147,0.31563432055804147,5.132016078047497,8.939178010709224,0.7633612589645893,1.3057101179181108,4.085851209967579
2007-12-31,0.9980173866986338,0.9980173866986338,6.192094302625852,6.192094302625852,0.7405854779112865,0.7405854779112865,0.7405854779112865,0.7405854779112865,4.741878682173784,8.902584048934646,0.7633612633625779,0.7633612633625779,3.759151371963096
2007-09-30,0.303104906413913,0.7853728933880786,3.289000198878297,5.470404532760139,0.6015421517767884,0.6015421517767884,0.9792355536221248,0.9792355536221248,4.084692629533011,6.728105374017975,0.1958475898207917,0.6143885417768473,3.4743470284595968
2007-06-30,0.30310490554479763,0.4605666920519152,3.289000398061263,5.461021517249231,0.601542153423175,0.601542153423175,0.7852506777303274,0.7852506777303274,3.725451125080883,6.137031847268646,0.19584759039142435,0.394709799055256,3.210745633928372
2007-03-31,0.30310490365165677,0.930929184711458,3.28899999423993,5.211561086158696,0.6015421602569416,0.6015421602569416,0.33982190158305425,0.33982190158305425,3.815399692629797,6.361131813568706,0.19584758978214306,0.649487562654412,3.225450518049154
2006-12-31,0.303104905708601,0.303104905708601,3.2890002895718586,3.2890002895718586,0.601542153745756,0.601542153745756,0.601542153745756,0.601542153745756,3.55930562959829,6.039694003102765,0.19584759046835967,0.19584759046835967,3.039343480271726
2006-09-30,0.037362823675378604,0.1998982583445257,2.1814326419720365,2.8919130795641546,0.2546802525016997,0.2546802525016997,0.7265716614628068,0.7265716614628068,3.392265881100875,5.4985692362066425,0.03232491651815371,0.11616373649875329,2.9167610272527553
2006-06-30,0.03736282376270111,0.14793346958235398,2.181432410362819,2.7899370237628656,0.2546802525350474,0.2546802525350474,0.4048566119508761,0.4048566119508761,3.3211246480380776,5.437929751765027,0.03232491660285497,0.10245146708550099,2.8867584511991247
2006-03-31,0.037362823665235155,0.030400286429276786,2.181432099302268,2.0967989681798564,0.2546802466235512,0.2546802466235512,0.526706513793455,0.526706513793455,3.26185429372727,4.700165364621965,0.032324916572987944,0.032555504810308375,2.843656072551964
2005-12-31,0.03736282366016097,0.03736282366016097,2.181432146004161,2.181432146004161,0.2546802511738001,0.2546802511738001,0.2546802511738001,0.2546802511738001,3.252766274863733,4.689882783717384,0.03232491665122804,0.03232491665122804,2.8350843235966487
2005-09-30,0.06406841351369111,0.054840191063225664,1.9699812787118307,2.173891327315254,0.04501507404122719,0.04501507404122719,0.21042751688346994,0.21042751688346994,3.2205324801623654,4.8290444303788105,0.05419605354774067,0.059167069302673105,2.832808509583199
2005-06-30,0.06406841383875299,0.026641434437247178,1.9699812382739217,2.123465353893197,0.04501507361893754,0.04501507361893754,0.09781531588023969,0.09781531588023969,3.189749057884832,4.919876300253023,0.05419605329371481,0.035708340397066544,2.8062860808210393
2005-03-31,0.06406841352178297,0.009176517976999608,1.9699817377368636,1.9691332159422443,0.04501507372325449,0.04501507372325449,,,3.1858303450627377,4.701967286168507,0.05419605325591285,0.02206977332990768,2.7939499656419664
2004-12-31,0.06406841385142492,0.06406841385142492,1.9699815677413441,1.9699815677413441,0.045015073775328436,0.045015073775328436,0.045015073775328436,0.045015073775328436,3.1835351894151835,4.767895449403125,0.054196053459197945,0.054196053459197945,2.7884333794908693
2004-09-30,0.09779174677199785,0.09094852808364662,1.2413738514154655,1.919081037748294,0.05843741213655621,0.05843741213655621,0.0427282601469783,0.0427282601469783,3.187773228852372,4.73771619974742,0.09383470524877338,0.07172629611285529,2.7880698361629572
2004-06-30,0.09779174677199785,0.0844485510926999,1.2413738514154655,1.98049931991563,0.05843741213655621,0.05843741213655621,0.304934104119489,0.304934104119489,3.1617031696688915,4.744697634366074,0.09383470524877338,0.06236170951465695,2.7653725468608075
2004-03-31,0.09779174636268646,0.06284955217345604,1.2413738872364233,1.7406918413794044,0.05843741229405725,0.05843741229405725,0.4865281340809206,0.4865281340809206,3.143377150444715,4.798016592144685,0.09383470585791702,0.0501714220009363,2.7457959681422524
2003-12-31,0.0977917460468262,0.0977917460468262,1.2413738714653908,1.2413738714653908,0.058437412019229695,0.058437412019229695,0.058437412019229695,0.058437412019229695,3.1096764595053057,4.655986503116773,0.09383470537049382,0.09383470537049382,2.7332527529929114
2003-09-30,0.16149122400517896,0.09422246632775817,0.75066736920941,1.0895794543770652,0.12541299887771407,0.12541299887771407,0.07836171821234354,0.07836171821234354,3.061469372191288,4.425454854135424,0.16149122400517896,0.08965639964457085,2.7062868913277
2003-06-30,0.1614912237436132,0.10776896794432557,0.7506673536672698,1.0652229762329954,0.1254130004157723,0.1254130004157723,0.06102733457252844,0.06102733457252844,3.044437195227081,4.298612247326383,0.1614912237436132,0.10250662997394358,2.690079563679644
2003-03-31,0.16149122200558463,0.04045874237373691,0.7506673269009034,0.8481509736887556,0.1254129993826272,0.1254129993826272,0.05254500534214822,0.05254500534214822,2.8796156370298256,3.2711287260412725,0.16149122200558463,0.04045874237373691,2.6489432942027986
2002-12-31,0.16149122185142595,0.16149122185142595,0.7506673180837434,0.7506673180837434,0.12541299936986622,0.12541299936986622,0.12541299936986622,0.12541299936986622,2.8692684359313194,3.141990224373208,0.16149122185142595,0.16149122185142595,2.638596325717764
2002-09-30,0.1995884861195602,0.13371808515369546,0.7813913929807457,0.6641044972554968,,,,,2.858066053815404,3.078963379203325,0.1995884861195602,0.13371808515369546,2.62739358822629
2002-06-30,0.1995884880097693,0.15873593737571065,0.7813914188391975,0.6687748540654871,0.00819920973100466,0.00819920973100466,0.04896448910559445,0.04896448910559445,2.8371457951304713,2.9158294895461463,0.1995884880097693,0.15873593737571065,2.606473074031526
2002-03-31,0.19958848812528496,0.07688880934533278,0.781391415298107,0.5275340972317714,,,,,2.777000013770248,2.8013934733088557,0.19958848812528496,0.07688880934533278,2.5463273752078623
2001-12-31,0.19958848926747522,0.19958848926747522,0.7813914278617521,0.7813914278617521,0.008199209734597632,0.008199209734597632,0.008199209734597632,0.008199209734597632,2.711646199456298,2.9076971133807237,0.19958848926747522,0.19958848926747522,2.5271050062672202
2001-06-30,0.24297099686668583,0.2282026866271117,0.9723944983602151,0.8117693349776459,0.421434307933302,0.421434307933302,0.0072664711122975055,0.0072664711122975055,2.7261590122258563,2.7331912737756077,0.24297099686668583,0.2282026866271117,2.5416179605905347
2000-12-31,0.24297099604274708,0.24297099604274708,0.9723945042144676,0.9723945042144676,0.4214343122572675,0.4214343122572675,0.4214343122572675,0.4214343122572675,2.6662664400053497,2.773019415608522,0.24297099604274708,0.24297099604274708,2.4817256265523295
2000-06-30,0.1570742076654556,0.21481819772530114,0.6085551140820743,0.9233543584081536,0.0051296174144049664,0.0051296174144049664,0.3691090464553599,0.3691090464553599,2.466163809551833,2.7128044369423683,0.1570742076654556,0.21481819772530114,2.466163809551833
1999-12-31,0.17396025479517466,0.17396025479517466,0.6739770070433897,0.6739770070433897,0.00568106993168854,0.00568106993168854,0.00568106993168854,0.00568106993168854,1.821626131355696,2.1219024899221175,0.17396025479517466,0.17396025479517466,1.821626131355696
1999-06-30,0.21490161524215717,0.13940636974234782,0.62504108679932,0.5450535931452459,,,,,1.7346330049403738,1.9004147758359247,0.21490161524215717,0.13940636974234782,1.7346330049403738
1998-12-31,0.2149016134783701,0.2149016134783701,0.6250410985927841,0.6250410985927841,,,,,1.6649298939074741,1.9457762794411941,0.2149016134783701,0.2149016134783701,1.6649298939074741
1998-06-30,0.1952301900070077,0.21765619126737695,0.5541998673439048,0.6988163382309108,,,,,1.7332459766880381,1.894729108517065,0.1952301900070077,0.21765619126737695,1.7332459766880381
1997-12-31,0.27332226654547126,0.27332226654547126,0.7758797975633712,0.7758797975633712,,,,,2.2741849346746763,2.514047594028205,0.27332226654547126,0.27332226654547126,2.2741849346746763
