,F100101B,F100102B,F100103C,F100201B,F100202B,F100203C,F100301B,F100302B,F100303C,F100401A,F100501A,F100601B,F100602B,F100603C,F100701A,F100801A,F100802A,F100901A,F100902A,F100903A,F100904A,F101001A,F101002A,F101101B,F101201B,F101202B,F101301B,F101302C
2017-09-30,179.6371038421053,169.31865314516128,128.76554505555555,5.379605983333333,4.584693138461539,4.030519824561404,877.0455167608694,89.8494267,60.62034311428571,5.207525276923077,3.0684540307692303,206.04100113793106,115.30129256451613,137.29613185454545,5.414941523076923,22373201564.53846,25831094620.338463,2.3737891846153842,2.616594538461539,3.240422723076923,3.540291076923077,0.5134293384615384,0.4341446307692307,,0.0,0.19082163461538462,65.21300157142856,72.85613192857143
2017-06-30,149.03250196491229,186.99972656140355,74.75410927777777,4.462911416666667,3.8789865737704914,3.8927507368421046,865.6674780000001,40.41521262068965,107.60937705882353,4.753317836065574,2.4449349672131144,166.83327956896548,116.1156314912281,76.88767937037036,4.923055557377048,20091886730.37705,22294414080.01639,2.1412388032786884,2.3840092786885245,2.6438214098360655,2.930157114754098,0.5609090983606557,0.4960533278688524,373.333333,4.391803278688524e-05,-0.044885538461538456,66.6146775081967,33.447582631578946
2017-03-31,153.7238106981132,840.7565586078432,115.00302715686274,4.933269315789474,4.9612637931034484,4.792805518518518,863.5778773777779,37.38130082608696,49.7972788,5.347417551724138,2.550983465517242,176.020983,177.57152175,115.72108225490199,5.5379615,21516681493.706898,24411667783.517242,2.266477275862069,2.518598293103448,2.7757088103448275,3.063596362068965,0.541189172413793,0.4770754655172413,,0.0,0.051302719999999996,259.01261605660375,51.03177788461539
2016-12-31,146.5641942,146.5641942,146.5641942,4.604022566037735,4.604022566037735,4.604022566037735,1011.0607963571429,1011.0607963571429,1011.0607963571429,4.417797245283019,2.424744603773585,170.17489790196078,170.17489790196078,170.17489790196078,4.611144905660377,20715521065.150944,21929953076.132076,2.3022100188679246,2.5453063207547166,2.6316409433962256,2.9099477358490566,0.5295370188679245,0.48614575471698124,276.4740225862069,0.0034677735849056607,-0.11361749999999998,38.893173596153844,38.893173596153844
2016-09-30,190.37306632432436,244.31784991836733,96.21153157142855,5.170599964912281,6.27419350877193,6.2372648421052626,615.2940767380952,280.0604603095238,84.30826697826086,4.703166385964911,2.693964228070175,216.60005099999998,218.2223371020408,188.21131280555556,4.977752280701754,18947585407.210526,20379987599.333332,2.3426324210526315,2.5916583859649127,2.8795354561403514,3.1847734736842113,0.5298630701754387,0.47641996491228067,,0.0,-0.1316087843137255,93.19218458000002,67.02744727906976
2016-06-30,204.9127049189189,406.16870111627907,142.99648636363636,5.025212962962963,6.0011353703703705,5.64416385185185,678.4151220256409,57.81246813513514,50.610106925,5.011954055555555,2.7338539814814817,231.20370436842103,230.73019690697677,174.10989488235293,5.288837222222223,19215610257.814816,20710068737.12963,2.3691523333333335,2.574674111111111,2.9735673703703704,3.232703166666666,0.5371860370370369,0.48219953703703716,28.30725,0.0006542037037037036,-0.08808597959183674,149.6649656415094,66.01362962
2016-03-31,192.4674980277778,132.55483729032255,166.99362448387097,4.813404403846154,5.948402634615385,4.322020098039215,691.1422723611109,44.969632857142855,133.3741110769231,6.397853153846153,2.5230279807692306,221.9626251081081,145.12755316666664,182.66830328125,6.652972846153846,19357040072.865383,20758995694.384617,2.3066279615384615,2.5150576730769227,2.7850444807692303,3.042090442307692,0.5532819423076923,0.4985769423076923,,0.0,-0.14540714893617024,984.206599631579,81.11989089189188
2015-12-31,199.61911958823532,199.61911958823532,199.61911958823532,5.75685701923077,5.75685701923077,5.75685701923077,1002.5507509714286,1002.5507509714286,1002.5507509714286,6.929853942307692,3.0535803269230763,220.93367442857144,220.93367442857144,220.93367442857144,7.127653615384615,19864358880.98077,21989643789.865383,2.51759323076923,2.7718675,3.251733942307693,3.5765059423076924,0.5042381730769231,0.4376277307692308,451.52631792307693,0.0025834423076923074,0.20644937499999996,57.97372081818182,57.97372081818182
2015-09-30,126.08206263157895,121.85604503333333,62.46355869230769,2.8154692765957448,3.44837793877551,2.9284558260869566,147.18485913157892,116.16549275,190.22571802857146,3.723881816326531,1.9738152448979593,152.84286856410256,111.4765459310345,64.08475957692309,3.8503039387755105,16165510218.489796,17187866708.22449,1.8659694693877553,2.051137224489796,2.25631006122449,2.4771181836734693,0.6360603673469387,0.5734951224489795,,0.0,-0.16015046666666666,156.11529427027025,54.97510497142857
2015-06-30,199.58517619512193,559.315349117647,137.0547569375,4.93345946,5.38908262745098,4.828299979591836,206.74061002439024,76.10855490909091,207.02283780555555,8.587463156862745,3.2926587058823538,251.7747172682927,529.8083610294116,148.5613745,16.921907431372546,21870558629.27451,24574784224.35294,2.949843137254902,3.2152030392156865,3.4753915490196072,3.7970214509803926,0.45361550980392157,0.3864679803921569,127.55,0.00015372549019607843,0.4783771458333333,220.96517412500006,137.8241659787234
2015-03-31,155.6446023255814,177.01755312121213,166.31974976923075,4.410853833333333,6.476744654545454,4.3932263962264155,175.35772637209303,85.25750574999999,82.50656171794873,5.858686454545454,2.6901256363636357,198.3655377727273,228.1651516764706,139.13625670270267,7.369594672727273,20894522245.072727,23103497544.672726,2.501766072727273,2.701461163636363,2.9807622181818183,3.2237035454545455,0.5179723636363637,0.4483713818181818,,0.0,0.31630615094339626,390.6385691,68.4834605652174
2014-12-31,116.05042988095235,116.05042988095235,116.05042988095235,3.429232226415094,3.429232226415094,3.429232226415094,120.08556183720931,120.08556183720931,120.08556183720931,4.095727528301887,2.0551045283018867,150.46281302325582,150.46281302325582,150.46281302325582,4.7585287547169814,19090029457.943398,20731507743.64151,2.0610426226415095,2.2354875849056604,2.3844794528301887,2.5928490000000006,0.5979326981132076,0.5338669056603773,231.57392265384618,0.0032092264150943395,0.3436086078431373,35.766206125,35.766206125
2014-09-30,323.90320454545457,86.07751481081081,99.51956486842104,3.6478195192307696,3.5794743076923075,3.09828131372549,88.90455486111111,41.74383254054053,67.08994463414635,7.739157365384614,2.124341326923077,294.3248077777777,745.7173227368421,105.87266721052632,4.153970431372549,18060419818.442307,19268775935.826923,2.093859211538461,2.2769072500000003,2.4383034423076926,2.660142942307692,0.5994344038461539,0.5387599807692308,,0.0,0.35353364,83.88360873333333,54.86744193617023
2014-06-30,261.09539817499996,81.88395428125,70.0760498125,2.5963294999999995,18.153770434782608,2.3745428888888886,63.737971838709676,50.123294,53.72289200000001,4.445103782608696,1.6606224130434784,235.55750072500004,162.55167429411765,67.2671201875,3.2251307555555564,16126970283.152174,16748423549.043478,1.7681550000000001,1.9062704347826087,2.035191673913044,2.201819717391304,0.6841245217391306,0.6218441956521741,,0.0,0.04391697777777776,69.60068053488371,31.50967579545455
2014-03-31,126.02408764285713,177.25817997142855,69.90285919444445,1.8829369411764707,26.735165999999992,1.9350600800000002,50.55084086111112,47.08556236666667,59.58888063157895,3.290343490196079,1.3987503921568627,110.36444641860466,221.08887986842106,62.59983291666666,5.206985078431373,15734454996.921568,16312921192.37255,1.5967726862745095,1.7147311764705886,1.8185410784313725,1.9550761960784315,0.7315949803921569,0.6687716078431373,,0.0,-0.0028151836734693868,280.1198720465116,87.48432102173913
2013-12-31,130.065214675,130.065214675,130.065214675,1.9113109183673467,1.9113109183673467,1.9113109183673467,52.139934,52.139934,52.139934,3.0648634285714285,1.4561332040816328,113.88370080487806,113.88370080487806,113.88370080487806,3.800757469387755,15877259763.55102,16433567827.816326,1.6315081836734693,1.7517118163265308,1.8568839387755098,1.9954534489795916,0.7282212448979593,0.6715742653061225,244.84394066666664,0.004843204081632652,-0.16132715555555555,53.5399580212766,53.5399580212766
2013-09-30,82.88298056097561,116.54896053125,76.05868433333335,2.2489045,2.8465441874999997,1.9303116875,52.214801263157895,63.39734592592593,39.11812974074074,3.436027541666667,1.6656388541666667,121.2860198292683,178.74254025,90.4275702121212,4.158734312500001,16653122732.375,17427406118.8125,1.7629100208333333,1.8699820416666668,2.0730266458333335,2.1974082708333333,0.7042245208333333,0.6457340833333334,,0.0,-0.13307627272727274,233.77031583333329,53.394660170731704
2013-06-30,70.26223185365853,109.00047727272727,53.57392306249999,1.8861850612244897,2.1912218163265305,1.6240859574468087,41.092682289473686,91.29132470370371,37.93109152941176,13.305242367346935,1.3992036530612246,105.00704748780485,137.99260859375,64.92640028125001,2.7972897291666663,15354713438.714285,15822578979.204082,1.619475530612245,1.7097433673469384,1.8350478367346938,1.9373346326530612,0.7407194081632653,0.6909238163265307,,0.0,-0.24656731111111113,69.79460988636365,34.176694955555554
2013-03-31,87.1766413902439,82.5098455,141.3923806363636,2.1717888199999997,2.64768098,2.0293209787234043,51.845195342105264,18.33432875,53.72141052941177,5.754165326530612,1.74215998,133.98547831707316,183.68395434374997,221.24898461764707,3.396722958333333,16877773811.84,17865347695.42,1.8153318,1.9468566999999999,2.18458172,2.33634062,0.67188288,0.6041129,,0.0,-0.01967208695652174,363.82636840000004,47.42114517073171
2012-12-31,91.79140939473686,91.79140939473686,91.79140939473686,2.1048776956521738,2.1048776956521738,2.1048776956521738,32.2210916,32.2210916,32.2210916,2.839066355555555,1.4369645869565217,146.86575423684212,146.86575423684212,146.86575423684212,3.0793246888888883,17293521639.54348,18358461951.173912,1.5501136739130434,1.658668434782609,1.8220243913043483,1.9446965869565223,0.7001443695652173,0.6209216086956522,206.87746266666667,0.005176847826086956,-0.027824860465116275,29.571305409090904,29.571305409090904
2012-09-30,72.769570625,89.86905292105264,107.45098348387096,2.4072561777777777,3.303835770833333,3.3160507333333333,46.633830333333336,51.69187539393939,78.14287751428571,3.0629448085106383,1.4637041250000002,89.24834785000002,173.37910005405402,133.96262716666666,3.302419638297872,16509694276.083334,17518594274.979168,1.6235347291666666,1.7052331875,1.9112889375000002,2.0058668333333336,0.6941487500000001,0.6130050208333334,,0.0,-0.02999173333333333,55.99008014285714,60.01259631578948
2012-06-30,75.7356503,89.92749155882355,87.29128693548385,2.398378260869565,3.245679829787233,2.853149931818182,52.37634732258065,27.35109088888889,45.27360803333334,3.3610315777777773,1.5636210638297872,94.462500425,202.10227109090908,99.39756926666665,3.6480191777777784,17134022457.93617,18412512620.595745,1.7170213617021275,1.8079632340425529,2.0251934893617025,2.1296231276595745,0.6643696382978723,0.5877206170212765,209.333333,0.00010163829787234042,0.036097369565217384,63.41374481395349,69.338182975
2012-03-31,77.92132072500002,106.70926585294119,88.46657546875001,2.322581,5.693562630434783,2.69450611627907,52.20262032258065,30.12112623809524,42.03373356666666,6.348927555555555,1.5717985434782609,95.87598254999999,127.48974441176472,67.13959858064518,15.805608066666666,16969111317.391304,18188398476.260868,1.732129239130435,1.8241584782608697,2.0185520434782607,2.1237716739130432,0.6534271521739131,0.5790205652173912,,0.0,0.08450897826086956,256.9356999761905,52.61015064102565
2011-12-31,73.747150675,73.747150675,73.747150675,2.0571850652173915,2.0571850652173915,2.0571850652173915,48.414135967741935,48.414135967741935,48.414135967741935,3.558735311111112,1.460874173913043,93.82300237500002,93.82300237500002,93.82300237500002,3.9425820222222216,15589387283.869566,16661887025.586956,1.6508044347826085,1.7376932391304352,1.9109323043478263,2.009395173913043,0.6781176956521738,0.5996344130434783,197.46655083333332,0.005880152173913043,-0.48320570731707313,381.51315569767445,381.51315569767445
2011-09-30,89.8871752051282,58.69045995121952,61.525122555555555,3.491013930232558,2.6786897826086955,2.7314146249999998,108.06365054166666,202.71943903703706,75.31121803571429,3.8466986444444444,1.8580780652173914,155.59411487179486,300.0324456829268,64.34650925714286,4.145666177777778,17517487168.195652,19192388548.086956,1.9023546304347827,1.9979332826086955,2.293650630434783,2.404224239130435,0.5993573043478261,0.5021268260869565,,0.0,-0.32726778048780486,53.49257697674418,66.25006117948718
2011-06-30,106.59508307692307,121.38681325,113.64080283783784,4.193668761904762,3.383637465116279,3.3536984210526315,142.1168153478261,43.24061113636364,68.45621919047619,4.818917209302326,2.2757552558139538,180.20627928205127,95.73601302564101,135.3317337027027,5.163529418604651,20632196790.488373,23108431045.11628,2.171981348837209,2.2762234883720933,2.682907162790698,2.806458,0.5378480465116279,0.4417070930232558,196.88888899999998,0.00011811627906976745,-0.18889955,54.18884123809523,29.923585894736842
2011-03-31,125.2826344736842,190.8224686052632,235.06385348484847,4.678206279069767,4.2491257674418605,2.9290177631578946,143.12441754166665,91.39727125,73.5268147368421,53.08536634883722,2.6060296046511624,209.4212757368421,146.18369486842107,283.27668184375,56.064001142857144,22146603847.511627,25157233497.837208,2.3851873488372095,2.4885417674418604,3.045977627906977,3.1700436279069764,0.4808041860465117,0.3871936046511628,,0.0,0.06140882926829268,220.79042795238092,189.41122378378378
2010-12-31,115.0042285277778,115.0042285277778,115.0042285277778,4.455068,4.455068,4.455068,97.1810564090909,97.1810564090909,97.1810564090909,13.886568050000003,2.5562890975609753,191.30881841666667,191.30881841666667,191.30881841666667,16.887981500000002,20943379670.02439,25208150508.780487,2.2884093658536586,2.400167195121951,3.000046707317073,3.1335309756097565,0.4925673658536586,0.38846812195121955,418.6541694,0.0031528536585365852,0.1264271142857143,33.64900315,33.64900315
2010-09-30,152.44927679999998,118.0958810857143,187.72989948275858,3.455190972972973,4.269246707317072,2.3004838,97.10668224,97.41613295454545,53.631901176470585,5.743200374999999,2.3461618048780486,163.16439025714286,173.77085445714286,67.5280045,6.211690275,17887110591.243904,21882959287.365852,2.1075558048780487,2.196133975609756,2.8013050975609755,2.913337097560976,0.5280743414634147,0.4225008292682927,,0.0,-0.021859472222222218,62.4038046111111,56.603980375000006
2010-06-30,112.47404594285715,67.85799305714285,42.87770667857143,2.5231727297297297,2.99595995,1.833402382352941,71.92116528000001,40.019905529411766,52.83796464285714,3.9449912307692316,1.714678,119.02848505714287,83.36915965714286,46.12099539285714,4.261988128205128,14769779510.65,18248884638.15,1.7184627499999998,1.7922236000000002,2.20279355,2.292918075,0.641711975,0.51366515,195.11111100000002,0.000128125,-0.2968370277777777,58.83799524324324,24.712973625
2010-03-31,144.16662705714288,156.90620186486487,199.75386953125,4.977878179487179,5.8186520975609755,4.307529638888889,98.08767303703702,181.03251815384615,55.20867406666666,5.249744846153846,2.2528925853658537,152.25081517142857,160.75890824324327,92.34626980645162,5.59706017948718,16012427441.609756,21844485828.07317,2.040874219512195,2.1216100487804876,2.7482078536585366,2.8509462682926827,0.5518632926829269,0.4099923170731708,,0.0,-0.06688231578947368,246.11716055263156,107.84185041176472
2009-12-31,151.69866741176475,151.69866741176475,151.69866741176475,5.440088973684209,5.440088973684209,5.440088973684209,103.27095473076922,103.27095473076922,103.27095473076922,5.593212777777778,2.3898477894736843,161.2516794117647,161.2516794117647,161.2516794117647,6.033278305555555,17030691681.605263,24149755198.894737,2.177203263157895,2.271596236842105,2.8700212894736845,2.9853015526315794,0.5176280263157894,0.3852088157894736,5443.910453851851,0.0032643684210526313,1.8105615555555556,36.06548044444445,36.06548044444445
2009-09-30,156.87754466666667,244.0730242666667,157.0500978125,2.2408677567567565,4.63152352631579,4.714708567567568,31.03871316129032,199.78076534615386,49.97492911538461,4.196390749999999,1.8864883947368425,792.9917691111111,145.12116369999998,143.36310181250002,4.555493138888888,15842791888.789474,21716089424.236843,1.8328625263157894,1.9096504736842104,2.4026528947368417,2.5004093684210527,0.596800552631579,0.46486960526315796,,0.0,1.20579272972973,98.13606190625002,110.70631138095239
2009-06-30,147.89891774074073,203.2682162307692,154.89988156249998,2.1583701891891893,6.089540945945945,3.206829864864865,31.365796258064517,54.55965851851852,77.00768378125,4.229690457142856,1.9412798918918917,759.6363078518518,200.3605694230769,154.13790162499998,4.614653142857143,15410625455.0,21263797167.675674,1.8619069459459456,1.942498972972973,2.454739027027027,2.558428513513513,0.5836058648648649,0.45597659459459455,253.555556,0.00010659459459459458,1.1762723783783784,79.36876315625,56.389242919999994
2009-03-31,114.14395423076922,521.9425769473685,206.52636352380952,1.7088224571428572,9.903661800000002,1.8911073823529412,27.346536766666667,36.599842619047614,18.070490937499997,3.476438848484849,1.6515960857142855,654.9028733461538,206.07522815000002,166.55189395238094,3.7634100000000004,14005492771.351429,18435980430.0,1.6424644000000002,1.7130126571428572,2.170660485714286,2.261997914285714,0.6491998285714287,0.5104146857142857,,0.0,0.8791821999999999,357.2802930454546,46.04720990909091
2008-12-31,65.33582565384614,65.33582565384614,65.33582565384614,0.9172620571428571,0.9172620571428571,0.9172620571428571,15.444276100000002,15.444276100000002,15.444276100000002,1.8364836060606058,0.901610857142857,385.99643765384616,385.99643765384616,385.99643765384616,1.9750447272727272,11226172027.974285,12473199302.357143,1.2268442285714285,1.2813120571428573,1.431421942857143,1.494368542857143,0.8362624857142857,0.7354031142857144,129.62716152173917,0.006968685714285714,-0.7787930625000001,13.909901111111113,13.909901111111113
2008-09-30,20.008389533333336,26.384788733333334,28.30362196296296,1.084606205882353,1.0198844285714288,1.0309901562500001,54.61793733333334,13.593167038461539,28.182951346153843,2.1153055588235294,1.0171530000000002,21.529065966666668,54.37056993548387,35.65178022222222,2.283539647058824,12129965925.645714,15012664176.277143,1.2604925714285713,1.3085830571428572,1.5333429428571428,1.5912750285714283,0.8102282571428572,0.6774663999999999,,0.0,-0.731469875,28.35950118181818,22.100613241379314
2008-06-30,29.592352933333334,35.46294841935484,28.16904341666667,1.6725353823529414,1.5535929142857143,1.5164668620689654,83.68871295833334,29.937615296296297,22.46968608695652,3.29119144117647,1.5597393999999998,32.2122338,37.57565,29.758275833333332,3.5477224411764707,13222124993.997143,18883238064.314285,1.4684249999999999,1.5191796857142856,2.0652701428571434,2.134954371428571,0.7056295714285714,0.5223321714285715,278.632479,0.00010254285714285715,-0.59715725,83.03210635294117,13.178304230769232
2008-03-31,41.341320413793106,57.91577524137931,38.818014956521736,2.417707151515152,2.473487454545454,2.409012428571429,126.47930113043478,17.616520444444447,64.21206190000001,4.8385486562499995,2.233773272727273,43.26064196551724,61.70139051724138,40.223056782608694,5.194229937499999,14730781992.515152,26492905957.696968,1.792075484848485,1.8517844848484846,2.7256145757575756,2.813347515151515,0.5953609393939394,0.39526757575757576,,0.0,-0.3439980322580645,129.1316055,19.570394499999995
2007-12-31,60.05251564285714,60.05251564285714,60.05251564285714,3.63259825,3.63259825,3.63259825,187.00465272727277,187.00465272727277,187.00465272727277,8.21108687096774,3.8461725937500004,64.77180953571428,64.77180953571428,64.77180953571428,8.872613709677418,17149393762.6875,40942832970.125,2.42677171875,2.50817984375,4.2818506562500005,4.421661374999999,0.46313440625,0.26297859375,490.7098758846154,0.0042619375,2.3129788846153847,21.4947244137931,21.4947244137931
2007-09-30,116.7597228076923,70.83323134482758,67.46233368181817,7.327724925925927,4.760410419354839,5.214558375,131.81724823809523,689.2489450454545,164.83020090476188,10.745016266666669,4.9815176774193555,179.3549638461538,77.01859486206895,72.57838186363637,11.532797466666667,19377921266.096775,50575350102.6129,2.865928129032258,2.932456290322581,5.3966398064516135,5.530107225806453,0.4117643225806452,0.21487151612903224,,0.0,3.176370730769231,30.898453620689654,28.194083565217387
2007-06-30,63.88843844444444,42.92421718518518,42.30159982608696,3.7400111785714283,2.5636558620689653,2.970985583333334,77.61121463636363,455.19677228571436,101.23183663157893,5.980489714285713,2.719712206896552,95.21641903703706,44.58410444444445,43.75991195652174,6.254590464285713,14102177238.344828,27996771195.793102,1.9868825862068966,2.0410515172413795,3.2159487931034487,3.3019220689655175,0.5423211379310344,0.34176824137931033,53618.8148315,0.000202,1.1835894074074074,27.777024925925925,16.722704375
2007-03-31,48.03841518518519,50.34730715384614,38.89361095652174,2.7835566785714287,2.312651785714286,2.562073583333333,67.64742109090909,27.47866616666667,211.42661408695648,4.91817962962963,2.2676584642857143,90.74679314814813,52.67955776923077,40.047396739130434,5.167154074074075,8226727214.857142,12555630642.892857,1.7882699285714287,1.8386671785714286,2.7733601785714286,2.8496179642857142,0.59354575,0.41079182142857135,,0.0,0.6956664444444443,73.22779388461538,19.035480583333335
2006-12-31,27.31896467857143,27.31896467857143,27.31896467857143,1.7150797586206898,1.7150797586206898,1.7150797586206898,36.65782347826087,36.65782347826087,36.65782347826087,3.1224846428571427,1.4429107241379309,47.44110421428571,47.44110421428571,47.44110421428571,3.3283188214285713,6414912558.858621,8809249741.172413,1.4180974137931037,1.4460233793103447,1.9819848275862069,2.019113379310345,0.7302905517241378,0.5605950689655174,187.98703333333336,0.014796172413793104,1.1140043333333334,12.19198375,12.19198375
2006-09-30,81.75613070833334,24.851662240000007,29.891702679999998,3.1917367692307694,13.156377615384617,5.523229999999999,19.787194904761904,290.14633963157894,20.431196315789474,2.7830085600000003,1.2801271923076922,78.77610079166666,25.11492204,28.946277999999996,2.96191764,6225322763.16923,8150143100.346154,1.333121730769231,1.3629911538461537,1.8208690769230773,1.8613176153846154,0.7751848846153846,0.6195094615384615,,0.0,0.7336796538461537,14.529487360000001,12.15630224
2006-06-30,187.55129584000002,26.378329080000004,37.05533564,3.164928851851852,1.7620689615384617,1.8830003846153847,22.927622318181815,23.530669647058826,49.840510333333334,3.3375598461538463,1.597336074074074,101.30157148,27.025650480000003,36.11804736,3.5647886153846153,5851824863.785186,8066251964.555555,1.447547703703704,1.4838754074074072,2.1289874444444443,2.1877117407407405,0.7386524814814818,0.5741890370370369,23215.8496715,0.0007665925925925926,0.9597286666666667,33.261425576923074,15.668977192307691
2006-03-31,97.5288232,25.68616044,41.21823025,2.1256516296296293,1.4060857307692307,1.3782141923076925,14.873827318181817,44.26577429411765,87.91718739999999,2.3469138461538464,1.13253,60.78238916,25.421549679999995,37.39554454166667,2.501725423076923,4909523342.15926,6208331061.818519,1.2610564814814813,1.2782672592592594,1.6767542592592592,1.699126222222222,0.8225377037037037,0.6763156666666666,,0.0,0.4125012592592591,49.4838148076923,14.656678999999999
2005-12-31,69.91210612,69.91210612,69.91210612,1.528329074074074,1.528329074074074,1.528329074074074,10.919927136363636,10.919927136363636,10.919927136363636,1.7236386923076923,0.8500594074074074,45.23795772,45.23795772,45.23795772,1.842695153846154,4246394664.2629633,4897212802.9,1.1269906666666667,1.1516226666666667,1.3845894074074072,1.4198451111111112,0.906336,0.8013568148148148,83.36218011111113,0.02595225925925926,-0.1104977037037037,13.088741115384616,13.088741115384616
2005-09-30,23.144472037037033,22.07998944,20.270874083333332,2.3962395714285707,3.3985588214285714,3.2167265,26.723863809523806,42.1874725,62.91047614285714,1.8557559999999997,0.9112675357142856,24.689847703703705,22.344305919999996,20.357868541666665,1.9674964230769234,3971414009.7500005,4713506075.857142,1.1516735,1.176318142857143,1.4509604642857143,1.4858359642857142,0.88845925,0.76475975,,0.0,-0.11632692857142857,16.223705538461537,13.409889740740743
