,Stkcd,Accper,Indcd,F100101B,F100102B,F100103C,F100201B,F100202B,F100203C,F100301B,F100302B,F100303C,F100401A,F100501A,F100601B,F100602B,F100603C,F100701A,F100801A,F100802A,F100901A,F100902A,F100903A,F100904A,F101001A,F101002A,F101101B,F101201B,F101202B,F101301B,F101302C
47,600362,2007-09-30,C32,38.029435,40.69599,40.720743,7.010674000000001,4.6824900000000005,4.915412,80.939801,,932.1414369999999,10.213302,6.2742,38.685947999999996,41.132134,41.416274,10.337285000000001,43861884979.0,189685000000.0,1.521515,1.54331,6.579956,6.67421,0.6572399999999999,0.151977,,0.0,4.085344999999999,10.858744999999999,8.263633
90,002075,2008-06-30,C32,,,,0.595171,0.743099,0.726521,,10.925722,,5.274507,1.0098049999999998,,,,5.325705999999999,2673310852.0,3372628837.0,1.4339520000000001,1.450421,1.809063,1.8298400000000001,0.6973729999999999,0.552772,,0.0,-0.651335,,
261,600961,2007-12-31,C32,178.271874,178.271874,178.271874,1.0411,1.0411,1.0411,187.813449,187.813449,187.813449,5.526019,2.387053,180.02701499999998,180.02701499999998,180.02701499999998,5.534993,11197115172.0,18041512700.0,1.771377,1.8678009999999998,2.854157,3.009521,0.5645319999999999,0.350366,301.444444,0.003317,1.9618779999999998,26.704853999999997,26.704853999999997
282,002171,2009-09-30,C32,,57.406553,,0.8817729999999999,1.146277,1.223871,18.459298,80.290444,19.920401000000002,3.6667160000000005,2.373478,,58.748431000000004,,3.749947,1536342917.0,2575428509.0,1.581733,1.6532360000000001,2.6515169999999997,2.7713799999999997,0.6322180000000001,0.377143,,0.0,1.0044440000000001,54.773651,
289,000878,2007-12-31,C32,67.29774300000001,67.29774300000001,67.29774300000001,1.9990569999999999,1.9990569999999999,1.9990569999999999,1504.3962880000001,1504.3962880000001,1504.3962880000001,9.566347,2.408318,74.720954,74.720954,74.720954,10.430556,46911249073.0,90678781018.0,1.61764,1.640225,3.1268740000000004,3.170531,0.618185,0.319808,304.5,0.0032840000000000005,4.017923000000001,21.01195,21.01195
327,600961,2008-06-30,C32,60.190577000000005,25.701964,,0.35151,0.507188,0.433721,63.412133999999995,3.246324,6.752728,2.2074540000000002,0.9831190000000001,60.783172,25.703535000000002,,2.211702,6443736733.0,7879833139.0,1.230414,1.311175,1.5046329999999999,1.603392,0.8127340000000001,0.664614,,0.0,-0.662366,27.072190999999997,27.17535
366,002149,2011-06-30,C32,48.976679,1178.150969,76.66470699999999,2.620572,1.7136529999999999,2.158394,,,,3.3133589999999997,1.3008979999999999,82.074393,,214.387098,3.888304,4441846661.0,4934333499.0,1.681931,1.759135,1.868414,1.954178,0.5945550000000001,0.535213,,0.0,-0.243971,63.77384,28.181777
404,600768,2011-09-30,C32,70.944885,380.211182,87.363116,1.7252610000000002,1.346471,1.2975219999999998,161.63103700000002,29.377240999999998,91.210844,10.266537,2.2515240000000003,70.944885,380.211182,87.363116,10.266537,1840688410.0,2033373912.0,2.640847,2.799139,2.917295,3.092156,0.378666,0.342783,,0.0,0.18904400000000002,97.81751899999999,48.759836
440,600331,2010-03-31,C32,72.462249,104.532443,59.851310999999995,3.933718,4.5726830000000005,3.7322,204.87458700000002,,,6.636989999999999,1.846459,98.41485,118.66618999999999,84.47705500000001,9.496027999999999,16414758692.0,21780481342.0,1.8823150000000002,1.971098,2.497614,2.6154189999999997,0.531261,0.400382,,0.0,-0.17588499999999999,165.050578,27.841425
477,002171,2011-03-31,C32,83.30765799999999,66.405608,73.333578,2.4816529999999997,2.343038,2.393844,1733.0696719999999,,81.288099,10.581672,6.9983949999999995,87.748776,73.713098,77.94215799999999,10.896929,7600651609.0,7683580938.0,7.02283,7.296365,7.099455,7.375975,0.14239300000000002,0.14085599999999998,,0.0,-0.010619,210.94015299999998,61.470991000000005
555,000060,2012-09-30,C32,15.487182999999998,33.224184,24.825435,0.908401,1.024889,0.774539,15.796221,30.875125,17.418336,2.435276,1.58206,17.814107999999997,41.712522,31.367724,3.0697389999999998,24266164215.0,24274314621.0,1.697846,2.266701,1.698416,2.2674630000000002,0.588982,0.588784,,0.0,-0.00243,34.120058,22.046329999999998
618,600219,2005-09-30,C32,11.444108,10.140422000000001,11.09234,1.278951,1.149977,1.188597,6.7749179999999996,7.848664,8.963589,0.851031,0.479026,11.444108,10.139731,11.09172,0.8910319999999999,3061877720.0,2934384853.0,0.955953,0.955953,0.916149,0.916149,1.046076,1.091526,,0.0,-0.131004,11.953192999999999,10.342073
687,600456,2011-03-31,C32,1100.7483,636.735241,966.8051429999999,5.336164,4.460285,4.974381,,,,3.596117,2.490959,3957.9827560000003,1041.096633,3688.0297969999997,3.769565,10817663238.0,15471756304.0,1.933766,1.9694099999999999,2.765732,2.816711,0.517126,0.361568,,0.0,0.173432,556.850884,203.558922
736,600362,2005-09-30,C32,13.706464000000002,8.70776,9.854834,1.4901149999999999,1.169174,1.1983030000000001,17.19516,4.396329,5.858987,1.9021119999999998,1.269379,13.84857,8.837207000000001,9.982908,1.980429,13196258386.0,20110030448.0,1.0473569999999999,1.057792,1.596087,1.61199,0.954784,0.626532,,0.0,-0.040351,6.2623370000000005,5.212372
741,000960,2005-03-31,C32,10.871075,9.143823,9.102172,1.193047,1.1197979999999998,1.113632,4.848574,111.71080500000001,4.660289,2.203553,1.2015559999999998,10.821677000000001,9.128917999999999,9.062236,2.2273680000000002,4006788037.0,5268997862.0,1.2190530000000002,1.3265870000000002,1.603076,1.744486,0.8203090000000001,0.623801,,0.0,0.057902999999999996,26.054442,6.858017
862,000630,2006-06-30,C32,10.126783999999999,7.928416,9.111071,0.5745359999999999,0.34170700000000004,0.410243,5.637652,,8.12819,1.392885,0.531925,11.134417,8.883134,10.203335000000001,1.486538,11588561819.0,12161248900.0,1.094428,1.105667,1.148513,1.160307,0.9137190000000001,0.870691,,0.0,0.580882,20.709135999999997,11.860204
897,000630,2010-09-30,C32,32.840047999999996,27.613725,30.689201,0.765544,0.48660299999999995,0.495829,38.475621000000004,,,2.938628,0.832656,38.731417,29.597711,32.095651000000004,3.448682,41199530210.0,44881493344.0,1.403775,1.4570319999999999,1.5292290000000002,1.587246,0.7123649999999999,0.653924,,0.0,-0.178781,38.99096,32.856702
925,600338,2003-06-30,C32,,,,2.863845,3.190572,2.461011,16.486641,12.882135,7.7801149999999994,2.239174,1.216417,,,,2.370193,1062345604.0,1445441355.0,1.199669,1.277247,1.6322860000000001,1.73784,0.8335629999999999,0.612638,,0.0,-0.23104699999999997,273.496715,
945,000612,1999-12-31,C32,18.671793,18.671793,18.671793,2.724407,2.724407,2.724407,8.817024,8.817024,8.817024,3.317361,1.8848040000000001,18.671793,18.671793,18.671793,3.317361,1456959030.0,2256470874.0,1.495809,1.495809,2.31664,2.31664,0.668534,0.43166000000000004,102.125,0.009792,0.25711999999999996,9.880348,9.880348
946,600362,2005-06-30,C32,9.961116,5.811243,7.619845,1.082935,0.833034,0.9071899999999999,12.496511,3.269239,5.778787,1.631334,0.9765010000000001,10.064391,5.856419,7.674217999999999,1.7075330000000002,12295372749.0,16364743822.0,1.032284,1.0432540000000001,1.373936,1.3885370000000001,0.968726,0.7278359999999999,,0.0,-0.24210500000000001,8.202035,5.101679
1015,000960,2012-09-30,C32,26.697798,153.856629,75.79420999999999,1.450675,1.39421,1.457072,98.913437,131.105924,177.567095,3.558787,0.9186989999999999,26.491516999999998,163.553892,75.59866,3.577882,34110238698.0,34110238698.0,1.646573,1.6821650000000001,1.646573,1.6821650000000001,0.607322,0.607322,,0.0,0.153846,63.717468999999994,48.990276
1036,600459,2007-03-31,C32,92.483657,21.754051999999998,46.869141,4.560064,2.862308,3.555682,,,,5.47311,3.077516,94.41885,22.355723,48.02413,5.774076999999999,2365866973.0,3543167031.0,2.2850080000000004,2.372884,3.422072,3.5536760000000003,0.43763500000000005,0.292221,,0.0,0.810345,54.630798999999996,27.620153000000002
1046,600205,1999-12-31,C32,26.750553999999998,26.750553999999998,26.750553999999998,2.4616,2.4616,2.4616,,,,3.7651879999999998,2.47858,26.750553999999998,26.750553999999998,26.750553999999998,3.7651879999999998,2548334423.0,4728060462.0,1.520083,1.520083,2.820291,2.820291,0.657859,0.354573,61.833332999999996,0.016173,,7.2421880000000005,7.2421880000000005
1158,002082,2010-09-30,C32,24.36479,20.553342,19.294114999999998,0.472423,0.368483,0.368306,44.013015,23.833136,21.201607,3.3691379999999995,2.439634,24.773588,21.205614,19.749994,3.4154370000000003,2680587881.0,3404694171.0,2.068397,2.180757,2.627132,2.769844,0.483466,0.380643,,0.0,-0.111425,19.083519,14.066479000000001
1167,600219,2005-06-30,C32,10.849845,9.998332000000001,10.643934,1.212538,1.205566,1.152387,6.423113,7.777624,6.664505,0.825492,0.448155,10.849845,9.997897,10.643687,0.8652350000000001,3084279638.0,2938304063.0,0.950234,0.950234,0.9052600000000001,0.9052600000000001,1.052373,1.104655,,0.0,-0.176128,18.464270000000003,9.811259
1231,002182,2008-12-31,C32,40.416705,40.416705,40.416705,0.73416,0.73416,0.73416,181.932068,181.932068,181.932068,1.921532,0.966989,40.416705,40.416705,40.416705,1.921532,2137883880.0,2590031483.0,1.19876,1.2291370000000001,1.452289,1.489091,0.8341959999999999,0.6885680000000001,194.666667,0.005137,-0.681222,16.045385999999997,16.045385999999997
1270,002160,2011-03-31,C32,92.51515400000001,67.15955600000001,75.96944,2.1270290000000003,1.886995,2.048702,35.565047,,53.978128000000005,6.137837,2.685618,92.51515400000001,67.15955600000001,75.96944,6.137837,4900425599.0,5056610198.0,3.0901110000000003,3.174076,3.188598,3.275239,0.323613,0.31361700000000003,,0.0,0.511152,152.218314,43.128240000000005
1301,600549,2002-12-31,C32,29.796803000000004,29.796803000000004,29.796803000000004,3.151463,3.151463,3.151463,43.848628000000005,43.848628000000005,43.848628000000005,2.8865819999999998,1.751291,36.415198,36.415198,36.415198,3.2998339999999997,1401480879.0,2294975706.0,1.2698610000000001,1.3465,2.079443,2.204943,0.787488,0.48089799999999994,63.291667000000004,0.0158,,14.186723,14.186723
1394,600961,2009-06-30,C32,398.065899,247.602841,,0.849469,0.9586040000000001,0.9714389999999999,8.560008999999999,,,3.365486,1.3323049999999999,369.97105,242.14498500000002,,3.3687730000000005,8105465363.0,10657268771.0,1.433051,1.517685,1.884211,1.9954900000000002,0.697812,0.530726,,0.0,2.004454,53.431022,35.800763
1429,000807,2010-12-31,C32,289.166736,289.166736,289.166736,1.929719,1.929719,1.929719,,,,3.103504,1.220512,463.835172,463.835172,463.835172,3.585373,17169609559.0,21471016170.0,1.444112,1.482361,1.805898,1.8537279999999998,0.692467,0.553741,442.222222,0.002261,-0.11915099999999999,32.550218,32.550218
1441,600549,2003-03-31,C32,33.543471999999994,75.042723,,3.5477300000000005,4.522017,,49.362182000000004,,,3.21474,1.9966560000000002,40.994068,80.587774,,3.6724349999999997,1443220131.0,2503487746.0,1.324301,1.404296,2.2972040000000002,2.4359669999999998,0.755115,0.435312,,0.0,0.12574100000000002,92.324704,
1455,002578,2011-12-31,C32,30.151421000000003,30.151421000000003,30.151421000000003,2.4441919999999997,2.4441919999999997,2.4441919999999997,,,,1.912009,1.8003959999999999,30.151421000000003,30.151421000000003,30.151421000000003,1.912009,1242871853.0,1864607243.0,1.200489,1.287036,1.8010220000000001,1.930865,0.832994,0.55524,44.977778,0.022233000000000003,,14.00409,14.00409
1457,000933,2010-03-31,C32,39.554453,13.243198999999999,22.286647,2.202636,1.486552,1.8314720000000002,17.688011,12.689258,11.672571000000001,4.6273290000000005,1.236687,38.97225,14.271072,23.870134,5.893986,38316193537.0,38327507736.0,1.9144869999999998,2.0282560000000003,1.915052,2.028855,0.522333,0.522179,,0.0,-0.155369,52.660327,20.116560999999997
1479,002160,2007-12-31,C32,105.94609299999999,105.94609299999999,105.94609299999999,2.465503,2.465503,2.465503,286.568786,286.568786,286.568786,6.680808,3.386915,105.94609299999999,105.94609299999999,105.94609299999999,6.680808,2179365741.0,4888668658.0,1.707613,1.7374779999999999,3.83045,3.897443,0.585613,0.26106599999999996,231.388889,0.0043219999999999995,,13.567073,13.567073
1505,000933,2006-06-30,C32,10.338667,11.186044,11.095759,2.99098,2.716606,2.7540080000000002,21.849414000000003,13.127937,21.377561,2.917774,1.450767,10.391751,11.355572,11.242256,2.9544200000000003,4988988257.0,6689082716.0,1.441124,1.474106,1.9322150000000002,1.976436,0.6939029999999999,0.517541,,0.0,0.402857,11.800163000000001,6.075533999999999
1513,600768,2011-06-30,C32,81.711588,642.359325,119.32677,1.9870889999999999,1.5432489999999999,1.620957,186.16040900000002,74.70206800000001,,11.694319,2.9325189999999997,81.711588,642.359325,119.32677,11.694319,1955985298.0,2180837070.0,3.147802,3.3636559999999998,3.50966,3.7503269999999995,0.317682,0.284928,,0.0,0.36949499999999996,96.172687,38.245251
1523,600459,2005-12-31,C32,145.40766000000002,145.40766000000002,145.40766000000002,1.545614,1.545614,1.545614,,,,1.2789549999999998,1.030878,118.63224299999999,118.63224299999999,118.63224299999999,1.364847,574502698.5,635939021.7,1.102646,1.124069,1.2205620000000001,1.244275,0.906909,0.8192950000000001,,0.0,-0.19129300000000002,40.387591,40.387591
1618,000807,2000-12-31,C32,34.187386,34.187386,34.187386,2.268691,2.268691,2.268691,16.773231,16.773231,16.773231,4.6629059999999996,1.459308,34.187386,34.187386,34.187386,4.6629059999999996,2963633261.0,4907691308.0,1.295612,1.296574,2.145496,2.14709,0.771836,0.46609300000000004,53.8,0.018587,0.817918,13.105402999999999,13.105402999999999
1669,600888,2005-09-30,C32,17.126351,17.321729,20.335002,1.651743,1.7133099999999999,1.646955,6.180375,8.469346,8.300684,2.387195,0.690824,16.892312,16.99587,19.877848,2.39071,1565250727.0,1968067824.0,1.113006,1.118575,1.399438,1.40644,0.898468,0.7145729999999999,,0.0,0.035437,11.227319,8.873106
1675,002149,2010-12-31,C32,64.781488,64.781488,64.781488,3.4662319999999998,3.4662319999999998,3.4662319999999998,,,,4.158575,1.884655,108.55985600000001,108.55985600000001,108.55985600000001,4.887112,5014744994.0,5723389311.0,2.069323,2.175261,2.361744,2.482652,0.48325,0.42341599999999996,138.222222,0.007234999999999999,0.044334,33.221945,33.221945
1696,600205,2004-03-31,C32,24.171563,12.485407,18.56704,4.745346,3.568199,4.251943,20.952716,11.032482,16.933578,5.980594,4.028398999999999,24.118016,12.471264,18.535487,5.98695,6131863915.0,13630993952.0,1.9576790000000002,1.9593990000000001,4.351875,4.3556989999999995,0.5108090000000001,0.22978600000000002,,0.0,0.051570000000000005,17.771285,6.54873
1839,601137,2012-09-30,C32,22.58752,30.920716,26.541319,1.276411,1.273829,1.266119,75.040972,,485.087959,1.616272,1.5961379999999998,22.58752,30.920716,26.541319,1.616272,2497160158.0,3143679335.0,1.2578049999999998,1.312007,1.583452,1.651688,0.795036,0.6315310000000001,,0.0,-0.066711,35.124853,21.400226
1863,600022,2006-12-31,C32,9.889889,9.889889,9.889889,0.329627,0.329627,0.329627,4.371182,4.371182,4.371182,1.894811,0.547673,9.939746000000001,9.939746000000001,9.939746000000001,1.9289720000000001,17062633939.0,19908965920.0,1.078691,1.078691,1.258635,1.258635,0.92705,0.794512,29.538462,0.033854,0.692601,7.429283,7.429283
1892,600255,2009-09-30,C32,275.86572,201.30205,552.688621,0.759017,1.088096,1.11497,,,,2.5087029999999997,1.41573,275.948936,201.142542,551.381833,2.51265,3677625301.0,3677625301.0,1.839811,1.8652060000000001,1.839811,1.8652060000000001,0.543534,0.543534,,0.0,1.036066,159.325288,138.79547
1916,002075,2008-12-31,C32,,,,0.87451,0.87451,0.87451,39.974267,39.974267,39.974267,,1.392615,,,,,1648718451.0,2204194555.0,1.821248,1.864327,2.4348509999999997,2.492444,0.549074,0.410703,,0.0,-0.769288,,
1959,000933,2005-06-30,C32,8.842818,6.029786,6.755392,2.470411,1.99194,2.144133,7.5533779999999995,8.342687,6.094494,1.7993240000000001,1.201241,8.842831,6.028257,6.754147,1.7998919999999998,3083748511.0,3941945026.0,1.189452,1.219531,1.5204719999999998,1.558922,0.840723,0.65769,9.0,0.11111099999999999,-0.062358000000000004,7.119502000000001,3.887224
2039,002082,2012-03-31,C32,13.008935000000001,29.778683,14.176472,0.19435999999999998,0.203337,0.181339,,,58.148835999999996,1.971839,1.459776,13.321894,31.332275,14.575764000000001,1.986792,2204321629.0,2553997102.0,1.457529,1.522548,1.6887400000000001,1.764073,0.686092,0.5921569999999999,,0.0,0.013699000000000001,84.239026,11.116455
2120,000878,2009-06-30,C32,,,,1.052993,2.600278,1.632574,,3.918044,4.992985,6.262967,1.302406,,,,7.875657,39700211249.0,44210675273.0,1.853293,1.9066029999999998,2.0638509999999997,2.123218,0.5395800000000001,0.48453100000000004,,0.0,1.6975,87.122569,
2177,600362,2002-12-31,C32,65.821511,65.821511,65.821511,3.354997,3.354997,3.354997,14.437732999999998,14.437732999999998,14.437732999999998,2.363353,1.280522,65.852734,65.852734,65.852734,2.394124,9379069798.0,15262371599.0,1.063008,1.075951,1.729812,1.750873,0.9407260000000001,0.578097,174.583333,0.0057280000000000005,,12.852491,12.852491
2323,000751,2003-06-30,C32,152.204903,57.19755,,2.4775400000000003,2.3274060000000003,2.379801,44.852728000000006,38.480475,33.279569,1.6160729999999999,1.0214889999999999,152.204903,57.19755,,1.6160729999999999,4894679211.0,5896384680.0,1.153369,1.153369,1.389408,1.389408,0.867025,0.719731,,0.0,0.046808999999999996,43.642478000000004,25.604547
2366,000807,2011-03-31,C32,317.01780299999996,3458.722275,597.602588,2.11558,1.9867669999999997,1.999523,,,,3.301621,1.307059,508.509414,1326.024867,1136.958702,3.9280839999999997,18118373333.0,22968592423.0,1.4894530000000001,1.528026,1.8881740000000002,1.937073,0.671388,0.529612,,0.0,0.096315,300.985529,81.55837
2400,600595,2003-03-31,C32,32.654817,25.16595,,3.131097,3.1525689999999997,,15.766046,16.48142,,2.711538,1.399764,32.654817,25.16595,,2.711538,1736554316.0,2457350421.0,1.321617,1.3419,1.8701830000000002,1.898886,0.756649,0.5347069999999999,,0.0,0.183908,43.563231,
2514,600338,2010-09-30,C32,43.321129,,42.33402,4.838576,2.480337,2.622005,75.87246999999999,38.597627,28.885049,,4.236483,47.398857,,46.434013,,3033535151.0,3033535151.0,4.936069,5.368221,4.936069,5.368221,0.20259000000000002,0.20259000000000002,,0.0,-0.010471,,39.521392
2526,600595,2006-12-31,C32,9.850513000000001,9.850513000000001,9.850513000000001,0.615917,0.615917,0.615917,37.743239,37.743239,37.743239,1.568011,0.513487,9.904827000000001,9.904827000000001,9.904827000000001,1.7157689999999999,3949134816.0,4149392498.0,1.124307,1.153389,1.1813200000000001,1.211877,0.889436,0.846511,85.44444399999999,0.011704,1.253686,8.859359,8.859359
2570,600459,2010-12-31,C32,74.82803,74.82803,74.82803,2.26516,2.26516,2.26516,,,,6.551273999999999,3.424096,84.69561999999999,84.69561999999999,84.69561999999999,7.007547,4907831923.0,4907831923.0,3.801357,3.93716,3.801357,3.93716,0.26306399999999996,0.26306399999999996,589.506173,0.001696,0.44483999999999996,46.258097,46.258097
2757,000933,2007-03-31,C32,18.40549,10.410866,14.592032999999999,3.9532160000000003,2.3725400000000003,3.283272,30.624540000000003,65.595754,28.49147,4.025161,1.319857,19.171088,11.774491000000001,15.690322,4.345825,9585733180.0,11770535148.0,1.605051,1.639896,1.970878,2.013665,0.623033,0.5073880000000001,,0.0,0.37645,29.288684000000003,9.63493
2793,600549,2003-12-31,C32,25.480708,25.480708,25.480708,2.4394139999999997,2.4394139999999997,2.4394139999999997,,,,2.327497,1.148744,34.838002,34.838002,34.838002,3.105807,2021054109.0,2831584005.0,1.154309,1.225287,1.617237,1.71668,0.8663190000000001,0.6183390000000001,,0.0,0.0395,16.341070000000002,16.341070000000002
2798,000060,2005-03-31,C32,19.022412,11.920614,15.619657,0.763337,0.773388,0.725943,5.97013,4.93119,6.4969410000000005,2.030796,0.587025,19.787363,12.139335,16.261539000000003,2.2277430000000003,5372141187.0,6093941355.0,1.1383860000000001,1.164267,1.29134,1.320698,0.8784360000000001,0.774389,,0.0,0.034652999999999996,33.465799,9.420286
2820,002171,2007-12-31,C32,59.858774,59.858774,59.858774,1.517978,1.517978,1.517978,,,,6.586214,4.188112,67.070992,67.070992,67.070992,6.747056,1906988175.0,4479107186.0,1.8800400000000002,1.9551189999999998,4.415811,4.592157,0.531904,0.22645900000000002,1670.555556,0.000599,,15.663367000000001,15.663367000000001
2839,002149,2010-03-31,C32,86.72218199999999,174.511873,83.574034,4.961343,3.258675,4.026877,468.41392699999994,,,3.936377,1.9109619999999998,131.376218,236.6839,125.58788999999999,4.549627,3338632227.0,5028075164.0,1.565784,1.643472,2.358116,2.475115,0.638658,0.424067,,0.0,-0.073364,286.844431,45.070228
2856,600432,2004-09-30,C32,37.341984000000004,17.676185,18.106479,4.361398,2.515564,2.690628,67.7192,18.499698000000002,24.161807999999997,3.790879,1.7175779999999998,37.888858,18.14667,18.609233,3.9239410000000006,1821410549.0,2942141437.0,1.396626,1.406093,2.255984,2.271274,0.716011,0.443266,,0.0,-0.145255,10.308212,8.839333
2986,600595,2004-12-31,C32,13.892788000000001,13.892788000000001,13.892788000000001,0.619133,0.619133,0.619133,5.84569,5.84569,5.84569,1.2589270000000001,0.329901,14.383288,14.383288,14.383288,1.452574,3712176114.0,3862763275.0,1.024363,1.054433,1.065917,1.097207,0.976217,0.93816,317.5,0.00315,-0.44347299999999995,12.212141,12.212141
2990,000962,2003-09-30,C32,166.153043,174.73873400000002,165.75765900000002,6.064704,6.115626,6.40768,32.467219,12.620841,,2.35683,1.803447,166.153043,174.73873400000002,165.75765900000002,2.35683,1985348336.0,2871974398.0,1.409006,1.409006,2.038247,2.038247,0.70972,0.49061800000000005,,0.0,-0.19526,42.424857,38.790187
3032,600022,2004-06-30,C32,,6.91235,,,0.377502,,,3.259734,,1.879404,0.565318,,7.5375179999999995,,1.9109040000000002,10841529175.0,12910093672.0,1.061909,1.061909,1.264522,1.264522,0.9417,0.790813,,0.0,,15.616202,
3076,601600,2011-09-30,C32,113.036898,56.61885600000001,63.517633,0.9053969999999999,0.763476,0.7822819999999999,15.420964000000001,22.568099,20.55568,1.862493,0.738697,140.806204,84.915323,82.195006,2.084252,190472000000.0,205265000000.0,1.232545,1.284371,1.328276,1.384127,0.811329,0.7528560000000001,,0.0,-0.201183,45.852066,35.914438
3099,000612,2009-03-31,C32,18.833175,,80.342714,1.041072,1.261085,1.0811629999999999,12.023816,9.050759,8.129836,3.496024,1.4683389999999998,18.832152999999998,,80.32303,3.4974309999999997,7043707776.0,8834094526.0,1.6154540000000002,1.6505049999999999,2.0260740000000004,2.070034,0.619021,0.493565,,0.0,0.763514,,34.998218
3174,000612,2004-12-31,C32,40.712901,40.712901,40.712901,0.514396,0.514396,0.514396,,,,1.6877790000000001,0.5577840000000001,40.702757,40.702757,40.702757,1.689499,3254584924.0,3630535319.0,1.099755,1.102217,1.226792,1.229539,0.909293,0.815134,,0.0,-0.45469,11.137383999999999,11.137383999999999
3272,600022,2008-12-31,C32,9.803853,9.803853,9.803853,0.17824500000000001,0.17824500000000001,0.17824500000000001,2.853923,2.853923,2.853923,1.0523930000000001,0.27673000000000003,9.860322,9.860322,9.860322,1.058941,27987277641.0,28197998982.0,1.0062010000000001,1.0062010000000001,1.0137770000000002,1.0137770000000002,0.9938370000000001,0.98641,98.666667,0.010135,-0.771146,8.883308999999999,8.883308999999999
3338,600296,2004-03-31,C32,25.596976,23.203589,26.211130999999998,1.6821419999999998,1.2266190000000001,1.530549,70.214866,,,1.593495,1.224917,25.596976,23.203589,26.211130999999998,1.593495,4438372588.0,5150157832.0,1.261574,1.261574,1.463893,1.463893,0.792661,0.68311,,0.0,0.015733,53.029842,13.251641000000001
3375,002501,2012-06-30,C32,24.016907,15.841188,19.026382,2.7558130000000003,2.203733,2.352382,,7.89525,,2.572738,1.231722,24.016907,15.841188,19.026382,2.572738,4080034542.0,4910930554.0,1.4414719999999999,1.476647,1.7350259999999997,1.777365,0.693736,0.57636,,0.0,0.108537,21.232314000000002,12.668781
3465,000933,2008-03-31,C32,17.733104,14.664991,15.577673,2.3619689999999998,1.811448,1.920047,15.240728,9.061791,10.90099,5.317265,1.6774209999999998,24.458370000000002,18.386160999999998,21.594095000000003,9.107325999999999,22828149308.0,28959116775.0,1.799196,1.9107990000000001,2.282407,2.423984,0.555804,0.438134,,0.0,-0.233945,41.686205,10.519726
3476,000657,2002-12-31,C32,42.691293,42.691293,42.691293,1.218197,1.218197,1.218197,12.014857000000001,12.014857000000001,12.014857000000001,2.679062,1.494897,42.691293,42.691293,42.691293,2.679062,1400346552.0,1925040668.0,1.4067889999999998,1.411319,1.9338970000000002,1.9401240000000002,0.710839,0.517091,197.045455,0.005075,-0.158859,14.112551999999999,14.112551999999999
3499,000807,1999-06-30,C32,608.513011,77.40735600000001,6813.848661,3.880726,2.707664,3.323039,,,,2.845967,1.122278,775.11032,76.166348,,2.896807,2285842360.0,3324162265.0,1.187643,1.188983,1.727118,1.729066,0.8420040000000001,0.5789989999999999,,0.0,0.23623400000000003,83.750851,
3563,000751,2011-03-31,C32,,,,1.568461,1.469627,1.4883389999999999,14.771664000000001,8.086497,8.945188,10.326833,1.542567,,,,10.57659,20425056919.0,20425352893.0,2.187721,2.56612,2.187752,2.566157,0.45709700000000003,0.45708999999999994,,0.0,0.202174,311.555102,607.261866
3664,600219,2006-03-31,C32,16.958501000000002,16.732257999999998,16.538777,1.661185,1.9125299999999998,1.5774299999999999,10.092435,17.49099,9.780926,1.117245,0.6375810000000001,16.958501000000002,16.732257999999998,16.5391,1.170289,3845798597.0,3911221154.0,1.0490629999999999,1.0490629999999999,1.066909,1.066909,0.953232,0.9372870000000001,,0.0,-0.123499,45.545257,11.507914
3667,600092,2001-12-31,C32,60.03162,60.03162,60.03162,15.144217000000001,15.144217000000001,15.144217000000001,195.425259,195.425259,195.425259,3.333304,2.1644099999999997,58.835074,58.835074,58.835074,3.4578580000000003,1907542181.0,2706480109.0,1.7704959999999998,1.7740630000000002,2.512034,2.517096,0.564814,0.398084,222.75,0.004489,-0.25792800000000005,27.655566999999998,27.655566999999998
3741,600338,2000-12-31,C32,86.942187,86.942187,86.942187,2.8624240000000003,2.8624240000000003,2.8624240000000003,24.365071,24.365071,24.365071,4.890137999999999,2.705115,86.942187,86.942187,86.942187,4.890137999999999,1815189187.0,3389696026.0,1.667616,1.6974490000000002,3.114116,3.169827,0.599659,0.32111799999999996,761.25,0.001314,,35.674853000000006,35.674853000000006
3775,000962,2011-03-31,C32,125.69536699999999,95.07108000000001,102.598798,6.255706,4.507283,5.453793,107.04748500000001,64.715299,114.039076,7.779542999999999,2.529268,124.63206000000001,95.057012,102.23819499999999,7.848261999999999,13072694455.0,13072769217.0,3.152718,3.228015,3.152736,3.228034,0.317187,0.317185,,0.0,0.127059,253.80740600000001,77.495625
3798,002428,2012-12-31,C32,79.10090699999999,79.10090699999999,79.10090699999999,20.068764,20.068764,20.068764,,,,5.3617230000000005,4.746199,76.42724,76.42724,76.42724,5.525055,5001777095.0,7978779400.0,2.863834,3.098698,4.568356,4.943009,0.349182,0.21889699999999998,246.947368,0.0040490000000000005,-0.22398600000000002,37.381414,37.381414
3904,000970,2010-09-30,C32,108.53186299999999,44.118013,50.665852,5.992634,4.120684,4.215418,42.330582,92.262132,61.437228000000005,5.730748999999999,3.4260800000000002,127.594875,51.09257,59.180781,6.906064999999999,9033484036.0,10579495916.0,3.190105,3.297572,3.736067,3.8619260000000004,0.313469,0.26766100000000004,,0.0,1.0076,40.12751,34.322596000000004
